"","id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier"
"90","5848","Tom","Brady","NEP","QB",42,19,"QB","weighted",21.5677431404399,13,1.2280340001864,1.35477066341436,18.4,22.0607928844653,4
"91","6589","Josh","McCown","PHI","QB",40,17,"QB","average",0.682272222222222,64,0.129330555555556,0.491690617552225,0.00866333333333333,1.004,10
"92","6589","Josh","McCown","PHI","QB",40,17,"QB","robust",0.784329166666667,63,0.145704166666667,0.6731004,0.00866333333333333,1.004,10
"93","6589","Josh","McCown","PHI","QB",40,17,"QB","weighted",0.565237084600658,50,0.134006448306654,0.476893517005095,0,0.911616279069767,10
"94","6997","Jason","Witten","DAL","TE",37,16,"TE","average",9.72525,9,1.3385,3.8134971178509,7.5545,15.621,4
"95","6997","Jason","Witten","DAL","TE",37,16,"TE","robust",8.605,9,0.1755,0.733887,7.5545,15.621,4
"96","6997","Jason","Witten","DAL","TE",37,16,"TE","weighted",8.33654577470251,11,0.464848462230634,0.67259002501068,7.32,9.0740625,4
"97","7391","Eli","Manning","NYG","QB",38,15,"QB","average",6.73276,43,1.30887067918193,9.07023665733149,0.202,19.125,9
"98","7391","Eli","Manning","NYG","QB",38,15,"QB","robust",3.664,44,0.651728632478632,1.05101514,0.202,19.125,9
"99","7391","Eli","Manning","NYG","QB",38,15,"QB","weighted",2.91505097156979,31,0.697030516892872,2.83307610149159,0,5.29775535168196,9
"100","7393","Larry","Fitzgerald","ARI","WR",36,15,"WR","average",15.4085238095238,10,0.474273809523808,1.8730423049655,13.485,18.064,3
"101","7393","Larry","Fitzgerald","ARI","WR",36,15,"WR","robust",14.8035,12,0.17375,1.897728,13.485,18.064,3
"102","7393","Larry","Fitzgerald","ARI","WR",36,15,"WR","weighted",14.5160971488517,14,0.178766756894408,1.18963686658766,13.44,15.9897325581395,3
"103","7394","Philip","Rivers","LAC","QB",38,15,"QB","average",20.2737642393321,20,0.257390718861522,4.43566903895374,14.3518,25.405,6
"104","7394","Philip","Rivers","LAC","QB",38,15,"QB","robust",19.4525959183673,26,0.397721009125497,3.44075426493507,14.3518,25.405,6
"105","7394","Philip","Rivers","LAC","QB",38,15,"QB","weighted",18.917216279429,20,0.613698455407757,2.90078602159716,13.992,20.581781864564,6
"106","7401","Ben","Roethlisberger","PIT","QB",37,15,"QB","average",19.7,24,0.0746304112835183,NA,19.7,19.7,6
"107","7401","Ben","Roethlisberger","PIT","QB",37,15,"QB","robust",19.7,23,0.163080262502188,0,19.7,19.7,6
"108","7401","Ben","Roethlisberger","PIT","QB",37,15,"QB","weighted",NA,NA,NA,NA,19.7,19.7,6
"109","7422","Ben","Watson","FA","TE",39,15,"TE","average",4.11133333333333,35,0.216283333333333,0.504023180683852,3.439,4.6675,8
"110","7422","Ben","Watson","FA","TE",39,15,"TE","robust",4.03,35,0.259749999999999,0.222390000000001,3.439,4.6675,8
"111","7422","Ben","Watson","FA","TE",39,15,"TE","weighted",4.15853368176539,33,0.197430108628817,0.567693936662846,3.252,4.6845275,8
"112","7480","Matt","Schaub","ATL","QB",38,15,"QB","average",0.574416666666667,65,0.0586833333333333,0.44431080212942,0.00306666666666667,0.888,10
"113","7480","Matt","Schaub","ATL","QB",38,15,"QB","robust",0.58275,65,0.0671,0.4640538,0.00306666666666667,0.888,10
"114","7480","Matt","Schaub","ATL","QB",38,15,"QB","weighted",0.438371291765584,51,0.0172106836729624,0.416211160876895,0,0.770994186046511,10
"115","7813","Alex","Smith","WAS","QB",35,14,"QB","average",14.44,37,1.745906140077,10.2106219203337,0.722000000000001,13.718,9
"116","7813","Alex","Smith","WAS","QB",35,14,"QB","robust",14.44,37,1.70378830703013,10.704372,0.722000000000001,13.718,9
"117","7813","Alex","Smith","WAS","QB",35,14,"QB","weighted",0,61,0,NA,0,0,9
"118","7836","Aaron","Rodgers","GBP","QB",36,14,"QB","average",23.6236206404934,11,0.301125224815422,1.18759570519264,20.602,23.6842077933815,3
"119","7836","Aaron","Rodgers","GBP","QB",36,14,"QB","robust",23.7471103845543,11,0.361635042215351,1.11817692,20.602,23.6842077933815,3
"120","7836","Aaron","Rodgers","GBP","QB",36,14,"QB","weighted",23.7610475263883,9,0.978615591842857,1.25014147368959,20.56,23.7923381270608,3
"121","7877","Frank","Gore","BUF","RB",36,14,"RB","average",12.1163975371214,26,0.201828413635276,2.38881955073797,10.0249,15.9123492356164,6
"122","7877","Frank","Gore","BUF","RB",36,14,"RB","robust",11.46675,32,0.106999999999999,1.0986066,10.0249,15.9123492356164,6
"123","7877","Frank","Gore","BUF","RB",36,14,"RB","weighted",11.2833841549669,25,0.151265541235682,1.45388344586211,9.61,13.0903823083604,6
"124","7942","Darren","Sproles","PHI","RB",36,14,"RB","average",2.47706504065041,95,0.0935658640414525,1.01213973456714,1.434,3.7418,NA
"125","7942","Darren","Sproles","PHI","RB",36,14,"RB","robust",2.29965853658537,96,0.217373895112498,0.938003653658536,1.434,3.7418,NA
"126","7942","Darren","Sproles","PHI","RB",36,14,"RB","weighted",2.68523786178278,69,0.0157912351289351,1.12913616969934,1.33,3.767442125,NA
"127","8062","Ryan","Fitzpatrick","MIA","QB",37,14,"QB","average",4.30614821428571,45,0.459332658730158,2.72697672170055,0.189,6.47818678571428,9
"128","8062","Ryan","Fitzpatrick","MIA","QB",37,14,"QB","robust",4.58,43,1.08936666666667,4.00302,0.189,6.47818678571428,9
"129","8062","Ryan","Fitzpatrick","MIA","QB",37,14,"QB","weighted",3.75606454465744,30,1.12848540993108,3.12778648935361,0,6.52444909161491,9
"130","8247","Vernon","Davis","WAS","TE",35,13,"TE","average",8.0462380952381,13,0.475818452380953,6.13695266010591,3.6,17.3392,5
"131","8247","Vernon","Davis","WAS","TE",35,13,"TE","robust",6.37425,17,0.2265,3.321024,3.6,17.3392,5
"132","8247","Vernon","Davis","WAS","TE",35,13,"TE","weighted",6.01372962355674,18,0.103382072202864,2.05416867436595,3.36,7.71823191489362,5
"133","8252","Jay","Cutler","FA","QB",36,13,"QB","average",23.38,12,0.74033846368323,NA,23.38,23.38,3
"134","8252","Jay","Cutler","FA","QB",36,13,"QB","robust",23.38,13,1.68985839132714,0,23.38,23.38,3
"135","8252","Jay","Cutler","FA","QB",36,13,"QB","weighted",NA,NA,NA,NA,23.38,23.38,3
"136","8269","Marcedes","Lewis","GBP","TE",35,13,"TE","average",3.61542857142857,40,0.0639619047619044,1.76036776460678,1.538,5.906,9
"137","8269","Marcedes","Lewis","GBP","TE",35,13,"TE","robust",3.4875,42,0.124,1.942206,1.538,5.906,9
"138","8269","Marcedes","Lewis","GBP","TE",35,13,"TE","weighted",2.95738675958188,46,0.146473454651335,1.46881889869423,1.4,4.7044011627907,9
"139","8416","Delanie","Walker","TEN","TE",35,13,"TE","average",8.2945,11,0.143809523809525,1.02622379033871,6.616,9.2065,5
"140","8416","Delanie","Walker","TEN","TE",35,13,"TE","robust",8.428,11,0.474375,0.322465499999999,6.616,9.2065,5
"141","8416","Delanie","Walker","TEN","TE",35,13,"TE","weighted",8.62806811412937,9,0.226436732154459,0.511261334274578,7.76,9.221875,5
"142","8658","Adrian","Peterson","WAS","RB",34,12,"RB","average",10.8421280151662,36,0.0347883029747944,5.15052734103521,6.986,18.9979353314427,8
"143","8658","Adrian","Peterson","WAS","RB",34,12,"RB","robust",9.47385498101881,41,0.190104981018809,1.7657766,6.986,18.9979353314427,8
"144","8658","Adrian","Peterson","WAS","RB",34,12,"RB","weighted",9.49612518193826,33,0.120334591658205,1.69063856732981,7.98,11.7205363076285,8
"145","8670","Marshawn","Lynch","FA","RB",33,12,"RB","average",15.6,9,0.135692791988703,NA,15.6,15.6,3
"146","8670","Marshawn","Lynch","FA","RB",33,12,"RB","robust",15.6,10,0.300000000000001,0,15.6,15.6,3
"147","8670","Marshawn","Lynch","FA","RB",33,12,"RB","weighted",NA,NA,NA,NA,15.6,15.6,3
"148","8673","Ted","Ginn Jr.","NOS","WR",34,12,"WR","average",7.24131428571429,66,0.130980952380953,1.91747368517363,4.598,9.376,9
"149","8673","Ted","Ginn Jr.","NOS","WR",34,12,"WR","robust",7.276,66,0.0972500000000007,1.85325,4.598,9.376,9
"150","8673","Ted","Ginn Jr.","NOS","WR",34,12,"WR","weighted",7.35634423801516,62,0.0767598821957316,2.15393452726406,4.34,9.3943829787234,9
"151","8944","Matt","Moore","KCC","QB",35,12,"QB","average",0.7341,62,0.0398972222222221,0.49648302287188,0.022,1.034,10
"152","8944","Matt","Moore","KCC","QB",35,12,"QB","robust",0.909,58,0.00777499999999998,0.48273456,0.022,1.034,10
"153","8944","Matt","Moore","KCC","QB",35,12,"QB","weighted",0.647966275756526,48,0.0470000726441688,0.496357321169411,0,0.967744186046512,10
"154","9054","Jamaal","Charles","FA","RB",33,11,"RB","average",15.5,10,0.235692791988701,NA,15.5,15.5,3
"155","9054","Jamaal","Charles","FA","RB",33,11,"RB","robust",15.5,11,0.463467844720611,0,15.5,15.5,3
"156","9054","Jamaal","Charles","FA","RB",33,11,"RB","weighted",NA,NA,NA,NA,15.5,15.5,3
"157","9064","Joe","Flacco","DEN","QB",34,11,"QB","average",19.4321208167214,27,0.847742326746449,3.12141448061919,15.23238,22.437,6
"158","9064","Joe","Flacco","DEN","QB",34,11,"QB","robust",18.8275967278351,28,0.82434672783512,1.31239752,15.23238,22.437,6
"159","9064","Joe","Flacco","DEN","QB",34,11,"QB","weighted",18.6886739862271,21,0.975792945600503,2.37187006924461,15.5506,20.1015490905949,6
"160","9073","Chad","Henne","KCC","QB",34,11,"QB","average",10.96,40,1.75808654073199,7.74989032180456,0.548,10.412,9
"161","9073","Chad","Henne","KCC","QB",34,11,"QB","robust",10.96,40,1.93813553719008,8.124648,0.548,10.412,9
"162","9073","Chad","Henne","KCC","QB",34,11,"QB","weighted",0,61,NA,NA,0,0,9
"163","9075","DeSean","Jackson","PHI","WR",33,11,"WR","average",10.8234571428571,36,0.325923809523811,5.60855098424336,6.0157,19.226,6
"164","9075","DeSean","Jackson","PHI","WR",33,11,"WR","robust",9.586,44,0.0692499999999985,3.528588,6.0157,19.226,6
"165","9075","DeSean","Jackson","PHI","WR",33,11,"WR","weighted",9.26779865247961,46,0.249796141024456,2.66972534318902,5.551,11.662437,6
"166","9099","Matt","Ryan","ATL","QB",34,11,"QB","average",24.552486704242,5,0.164516357936758,1.66180163528879,20.9645,25.3284808620584,2
"167","9099","Matt","Ryan","ATL","QB",34,11,"QB","robust",24.2444015993266,8,0.263538607737068,0.887484359999999,20.9645,25.3284808620584,2
"168","9099","Matt","Ryan","ATL","QB",34,11,"QB","weighted",24.6278077860884,4,0.316080434949196,1.80201596235679,20.59,25.3617833414341,2
"169","9200","Matt","Slater","NEP","WR",34,11,"WR","average",0.277333333333333,150,0.0369583333333333,0.156256199876997,0.027,0.3442,15
"170","9200","Matt","Slater","NEP","WR",34,11,"WR","robust",0.253,150,0.08475,0.1275036,0.027,0.3442,15
"171","9200","Matt","Slater","NEP","WR",34,11,"WR","weighted",0.266262195121951,151,0.0837621951219512,0.179064808043656,0,0.324396352583587,15
"172","9308","Danny","Amendola","DET","WR",34,11,"WR","average",8.19666666666667,55,0.239416666666667,1.04280859541273,7.0025,9.523,9
"173","9308","Danny","Amendola","DET","WR",34,11,"WR","robust",8.10525,54,0.0679999999999996,0.748713,7.0025,9.523,9
"174","9308","Danny","Amendola","DET","WR",34,11,"WR","weighted",8.13267311078641,55,0.481019757816581,1.13410076509266,6.8,9.50891063829787,9
"175","9431","Matthew","Stafford","DET","QB",31,10,"QB","average",19.2955015453243,28,1.52887382801152,2.46197406896356,14.4695,20.709594326908,6
"176","9431","Matthew","Stafford","DET","QB",31,10,"QB","robust",19.2821530906486,27,0.695104726731017,3.291372,14.4695,20.709594326908,6
"177","9431","Matthew","Stafford","DET","QB",31,10,"QB","weighted",19.0019430060573,19,0.19899787322932,2.85127983899177,14.41,20.7723670724472,6
"178","9448","LeSean","McCoy","KCC","RB",31,10,"RB","average",11.0070064732911,35,0.176807290190519,6.10929062714651,6.464,20.3220119395493,8
"179","9448","LeSean","McCoy","KCC","RB",31,10,"RB","robust",9.52475706413472,40,0.0540795736253141,1.68575809314454,6.464,20.3220119395493,8
"180","9448","LeSean","McCoy","KCC","RB",31,10,"RB","weighted",8.51599862943566,38,0.453649524465511,1.96683975520784,5.66,10.4139073947963,8
"181","9474","Jared","Cook","NOS","TE",32,10,"TE","average",7.456125,15,0.255744047619047,2.26748890373722,5.65765,11.04775,5
"182","9474","Jared","Cook","NOS","TE",32,10,"TE","robust",7.00075,15,0.335625,0.971103,5.65765,11.04775,5
"183","9474","Jared","Cook","NOS","TE",32,10,"TE","weighted",6.7683888372093,15,0.417325185732452,1.00382578339546,5.371,7.94771276595745,5
"184","9662","Julian","Edelman","NEP","WR",33,10,"WR","average",14.957125,11,0.165304166666665,1.39474538767066,12.9495,16.41405,3
"185","9662","Julian","Edelman","NEP","WR",33,10,"WR","robust",15.054,11,0.289999999999999,1.2031299,12.9495,16.41405,3
"186","9662","Julian","Edelman","NEP","WR",33,10,"WR","weighted",15.2123842100669,11,0.584340835084515,1.05973072577696,13.97,16.4314143730887,3
"187","9706","Chase","Daniel","CHI","QB",33,10,"QB","average",3.41566153846154,48,1.23628248264718,3.35068281864984,0.1588,7.28276923076923,9
"188","9706","Chase","Daniel","CHI","QB",33,10,"QB","robust",2.07966153846154,47,0.403211538461538,1.89927902769231,0.1588,7.28276923076923,9
"189","9706","Chase","Daniel","CHI","QB",33,10,"QB","weighted",1.69841632267055,35,0.0669205476486643,1.19290210586335,0,2.51561609033169,9
"190","9714","Brian","Hoyer","IND","QB",34,10,"QB","average",0.531466666666667,66,0.0639999999999999,0.452620021160748,0.00546666666666667,0.904,10
"191","9714","Brian","Hoyer","IND","QB",34,10,"QB","robust",0.5313,66,0.0675,0.41097672,0.00546666666666667,0.904,10
"192","9714","Brian","Hoyer","IND","QB",34,10,"QB","weighted",0.41400652386435,54,0.0241225892336196,0.421298800342543,0,0.776453488372093,10
"193","9817","Sam","Bradford","FA","QB",32,9,"QB","average",19.62,26,0.256188818977176,NA,19.62,19.62,6
"194","9817","Sam","Bradford","FA","QB",32,9,"QB","robust",19.62,24,0.166782303318517,0,19.62,19.62,6
"195","9817","Sam","Bradford","FA","QB",32,9,"QB","weighted",NA,NA,NA,NA,19.62,19.62,6
"196","9831","Golden","Tate","NYG","WR",31,9,"WR","average",13.0486666666667,25,0.325954081632654,1.597964479014,11.325,15.336,5
"197","9831","Golden","Tate","NYG","WR",31,9,"WR","robust",12.5425,25,0.111237244897961,1.77912,11.325,15.336,5
"198","9831","Golden","Tate","NYG","WR",31,9,"WR","weighted",12.5220659260924,26,0.204902479212112,1.35147244674828,11.1,14.2734565217391,5
"199","9884","Demaryius","Thomas","NYJ","WR",32,9,"WR","average",9.15085714285714,47,0.304599999999999,4.32869301730848,6.0968,15.619,8
"200","9884","Demaryius","Thomas","NYJ","WR",32,9,"WR","robust",7.99925,56,0.20025,1.3669572,6.0968,15.619,8
"201","9884","Demaryius","Thomas","NYJ","WR",32,9,"WR","weighted",7.42382055749129,60,0.0366813828482329,1.09747765515078,5.66,8.343973,8
"202","9898","LeGarrette","Blount","FA","RB",33,9,"RB","average",2.1,99,0.0722177383789586,NA,2.1,2.1,NA
"203","9898","LeGarrette","Blount","FA","RB",33,9,"RB","robust",2.1,97,0.0677153585271317,0,2.1,2.1,NA
